,CODE_INSEE,CODE_POSTAL,COMMUNE,DEPARTEMENT,CODE_DEPARTEMENT,SUPERFICIE_2016,POPULATION_2016,DENSITE_POP_2016,MAIRIE,ADRESSE_MAIRIE,TELEPHONE_MAIRIE,E_MAIL_MAIRIE,SITE_INTERNET_MAIRIE,INTERCOMMUNALITE,LATITUDE,LONGITUDE,COORD_GEO,PNR
10,4017,4140,Auzet,ALPES-DE-HAUTE-PROVENCE,4,35,98,3,Mairie d'Auzet,Le Village,492352039.0,mairie.auzet@wanadoo.fr,,CA Provence-Alpes-AgglomÃ©ration,44.2958297729,6.317801952359999,"(44.2958297729, 6.317801952359999)",
11,4018,4150,Banon,ALPES-DE-HAUTE-PROVENCE,4,40,970,24,Mairie de Banon,Place Charles-Vial,492732008.0,mairiebanon-ahp@wanadoo.fr,http://www.village-banon.fr,CC Haute-Provence-Pays de Banon,44.037998199499995,5.6295900344800005,"(44.037998199499995, 5.6295900344800005)",
12,4019,4400,Barcelonnette,ALPES-DE-HAUTE-PROVENCE,4,17,2610,157,Mairie de Barcelonnette,Place Valle-de-Bravo,492807900.0,mairie@ville-barcelonnette.fr,http://www.barcelonnette.com,CC VallÃ©e de l'Ubaye - Serre-PonÃ§on,44.3862304688,6.647920131679999,"(44.3862304688, 6.647920131679999)",
13,4020,4140,Barles,ALPES-DE-HAUTE-PROVENCE,4,60,136,2,Mairie de Barles,Le Village,492351009.0,mairie.barles@orange.fr,,CA Provence-Alpes-AgglomÃ©ration,44.2634620667,6.26818799973,"(44.2634620667, 6.26818799973)",
14,4021,4380,Barras,ALPES-DE-HAUTE-PROVENCE,4,21,138,7,Mairie de Barras,Le Village,492347347.0,mairie.barras@nordnet.fr,,CA Provence-Alpes-AgglomÃ©ration,44.105060577399996,6.113667964939999,"(44.105060577399996, 6.113667964939999)",
15,4022,4330,Barrême,ALPES-DE-HAUTE-PROVENCE,4,37,439,12,Mairie de BarrÃªme,Place du Capitaine-Pierre-Rose,492342004.0,mairie.barreme@wanadoo.fr,http://www.barreme.fr,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.9520072937,6.366220951080001,"(43.9520072937, 6.366220951080001)",
16,4023,4250,Bayons,ALPES-DE-HAUTE-PROVENCE,4,126,180,1,Mairie de Bayons,1 rue de la Mairie,492683103.0,communedebayons@9business.fr,http://www.communedebayons.wix.com,CC du Sisteronais-BuÃ«ch,44.337687,6.1623,"(44.337687, 6.1623)",
17,4024,4420,Beaujeu,ALPES-DE-HAUTE-PROVENCE,4,46,133,3,Mairie de Beaujeu,Le Village,492349174.0,mairiedebeaujeu@yahoo.fr,,CA Provence-Alpes-AgglomÃ©ration,44.2033348083,6.3714499473599995,"(44.2033348083, 6.3714499473599995)",
18,4025,4370,Beauvezer,ALPES-DE-HAUTE-PROVENCE,4,27,376,14,Mairie de Beauvezer,Le Village,492834347.0,,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",44.143249,6.5918339999999995,"(44.143249, 6.5918339999999995)",
19,4026,4250,Bellaffaire,ALPES-DE-HAUTE-PROVENCE,4,13,148,11,Mairie de Bellaffaire,Le Village,492551694.0,mairie.bellaffaire@wanadoo.fr,http://www.bellaffaire.fr,CC du Sisteronais-BuÃ«ch,44.419231414799995,6.1759557724,"(44.419231414799995, 6.1759557724)",
20,4027,4200,Bevons,ALPES-DE-HAUTE-PROVENCE,4,11,235,21,Mairie de Bevons,Le Castel,492628016.0,mairie.bevons@wanadoo.fr,,CC Jabron-Lure-VanÃ§on-Durance,44.178652,5.884651,"(44.178652, 5.884651)",
21,4028,4270,Beynes,ALPES-DE-HAUTE-PROVENCE,4,41,128,3,Mairie de Beynes,ChÃ¢teau de Fruchier,492355736.0,mairie.beynes@wanadoo.fr,,CA Provence-Alpes-AgglomÃ©ration,43.9934654236,6.20194101334,"(43.9934654236, 6.20194101334)",
22,4030,4330,Blieux,ALPES-DE-HAUTE-PROVENCE,4,58,61,1,Mairie de Blieux,Le Village,492342764.0,mairie.blieux@gmail.com,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.872704999999996,6.371197,"(43.872704999999996, 6.371197)",Parc naturel régional du Verdon
23,4031,4270,Bras-d'Asse,ALPES-DE-HAUTE-PROVENCE,4,26,574,22,Mairie de Bras-d'Asse,21 route du Pont-de-l'Asse,492344024.0,administre.brasdasse@orange.fr,http://www.mairie-brasdasse-labegude.fr,CA Provence-Alpes-AgglomÃ©ration,43.9244134,6.1272973999999705,"(43.9244134, 6.1272973999999705)",
24,4032,4240,Braux,ALPES-DE-HAUTE-PROVENCE,4,12,123,10,Mairie de Braux,Place de la Mairie,492832169.0,mairiebraux@gmail.com,http://braux04240.wix.com/braux,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.987251281700004,6.69924020767,"(43.987251281700004, 6.69924020767)",
25,4033,4340,Ubaye-Serre-Ponçon,ALPES-DE-HAUTE-PROVENCE,4,68,730,11,Mairie d'Ubaye-Serre-PonÃ§on,La BrÃ©ole,492855261.0,mairie.la.breole@wanadoo.fr,http://www.labreole.fr,CC VallÃ©e de l'Ubaye - Serre-PonÃ§on,44.4565734863,6.29408597946,"(44.4565734863, 6.29408597946)",
26,4034,4700,La Brillanne,ALPES-DE-HAUTE-PROVENCE,4,7,1142,164,Mairie de La Brillanne,Place Sainte-Agathe,492786318.0,mairie.labrillanne04700@orange.fr,http://www.dlva.fr,CA Durance-LubÃ©ron-Verdon AgglomÃ©ration,43.930301666300004,5.89052009583,"(43.930301666300004, 5.89052009583)",Parc naturel régional du Luberon
27,4035,4210,Brunet,ALPES-DE-HAUTE-PROVENCE,4,29,267,9,Mairie de Brunet,Le Village,492748813.0,mairie-brunet@orange.fr,,CA Durance-LubÃ©ron-Verdon AgglomÃ©ration,43.8926048279,6.029996871950001,"(43.8926048279, 6.029996871950001)",
28,4036,4420,Le Brusquet,ALPES-DE-HAUTE-PROVENCE,4,22,957,43,Mairie du Brusquet,Quartier l'ArziÃ©ras,492356900.0,mairie-le-brusquet@wanadoo.fr,http://www.le-brusquet.com,CA Provence-Alpes-AgglomÃ©ration,44.1610641479,6.309409141540001,"(44.1610641479, 6.309409141540001)",
29,4037,4250,Le Caire,ALPES-DE-HAUTE-PROVENCE,4,18,68,4,Mairie du Caire,Le Village,492683529.0,mairie.lecaire@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.369853973400005,6.060845851900001,"(44.369853973400005, 6.060845851900001)",
30,4039,4120,Castellane,ALPES-DE-HAUTE-PROVENCE,4,122,1547,13,Mairie de Castellane,Place Marcel-Sauvaire,492836007.0,accueil@mairie-castellane.fr,http://www.mairie-castellane.fr,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.846698761000006,6.51086997986,"(43.846698761000006, 6.51086997986)",Parc naturel régional du Verdon
31,4040,4380,Le Castellard-Mélan,ALPES-DE-HAUTE-PROVENCE,4,26,64,2,Mairie du Castellard-MÃ©lan,Le Village,492347762.0,mairie.castellard-melan@orange.fr,http://www.castellard-melan.fr,CA Provence-Alpes-AgglomÃ©ration,44.187446594200004,6.12480115891,"(44.187446594200004, 6.12480115891)",
32,4041,4700,Le Castellet,ALPES-DE-HAUTE-PROVENCE,4,19,289,15,Mairie du Castellet,Rue du Canal,492787403.0,mairie.lecastellet@orange.fr,http://www.le-castellet.fr,CA Durance-LubÃ©ron-Verdon AgglomÃ©ration,43.9379196167,5.97996282578,"(43.9379196167, 5.97996282578)",
33,4042,4320,Castellet-lès-Sausses,ALPES-DE-HAUTE-PROVENCE,4,55,134,2,Mairie de Castellet-lÃ¨s-Sausses,Le Village,493054287.0,mairie-de-castellet-les-sausses@alsatis.net,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.994480133100005,6.7638797760000005,"(43.994480133100005, 6.7638797760000005)",
34,4043,4320,Val-de-Chalvagne,ALPES-DE-HAUTE-PROVENCE,4,33,88,3,Mairie de Val-de-Chalvagne,Hameau Castellet-Saint-Cassien,493054029.0,mairie@val-de-chalvagne.fr,http://www.val-de-chalvagne.fr,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.914949,6.807721000000001,"(43.914949, 6.807721000000001)",
35,4045,4280,Céreste,ALPES-DE-HAUTE-PROVENCE,4,33,1199,37,Mairie de CÃ©reste,Cours Aristide-Briand,492790015.0,mairie@cereste.fr,http://www.cereste.fr,CC Pays d'Apt-Luberon,43.856498718299996,5.58961009979,"(43.856498718299996, 5.58961009979)",Parc naturel régional du Luberon
36,4046,4510,Le Chaffaut-Saint-Jurson,ALPES-DE-HAUTE-PROVENCE,4,29,696,24,Mairie du Chaffaut-Saint-Jurson,Le Village,492346365.0,mairieduchaffaut@wanadoo.fr,,CA Provence-Alpes-AgglomÃ©ration,44.0376014709,6.14969015121,"(44.0376014709, 6.14969015121)",
37,4047,4660,Champtercier,ALPES-DE-HAUTE-PROVENCE,4,19,818,44,Mairie de Champtercier,Le Village,492311037.0,mairie@champtercier.fr,http://www.champtercier.fr,CA Provence-Alpes-AgglomÃ©ration,44.0960083008,6.1620259285,"(44.0960083008, 6.1620259285)",
38,4049,4600,Château-Arnoux-Saint-Auban,ALPES-DE-HAUTE-PROVENCE,4,19,5162,278,Mairie du ChÃ¢teau-Arnoux-Saint-Auban,1 rue Victorin-Maurel,492332000.0,e.martelet@mairie-casa04.fr,http://www.chateau-arnoux-saint-auban.fr,CA Provence-Alpes-AgglomÃ©ration,44.093601226800004,6.008659839630001,"(44.093601226800004, 6.008659839630001)",
39,4050,4250,Châteaufort,ALPES-DE-HAUTE-PROVENCE,4,14,29,2,Mairie de ChÃ¢teaufort,Le Village,492621230.0,chateaufort.mairie04@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.2745933533,6.017734050750001,"(44.2745933533, 6.017734050750001)",
40,4051,4200,Châteauneuf-Miravail,ALPES-DE-HAUTE-PROVENCE,4,20,71,4,Mairie de ChÃ¢teauneuf-Miravail,Les Curniers,492620044.0,mairie-ch-miravail@wanadoo.fr,,CC Jabron-Lure-VanÃ§on-Durance,44.1593322754,5.71657419205,"(44.1593322754, 5.71657419205)",
41,4053,4200,Châteauneuf-Val-Saint-Donat,ALPES-DE-HAUTE-PROVENCE,4,21,506,24,Mairie de ChÃ¢teauneuf-Val-Saint-Donat,Place de la Mairie,492624219.0,mairie.chateauneufvsd@orange.fr,http://www.chateauneuf-v-s-d-04.fr,CC Jabron-Lure-VanÃ§on-Durance,44.0939750671,5.94993400574,"(44.0939750671, 5.94993400574)",
42,4054,4270,Châteauredon,ALPES-DE-HAUTE-PROVENCE,4,11,72,7,Mairie de ChÃ¢teauredon,Le Village,492355306.0,chateauredon.mairie@wanadoo.fr,,CA Provence-Alpes-AgglomÃ©ration,44.0147171021,6.21359109879,"(44.0147171021, 6.21359109879)",
43,4055,4330,Chaudon-Norante,ALPES-DE-HAUTE-PROVENCE,4,38,184,5,Mairie de Chaudon-Norante,Le Village,492342475.0,mairie-chaudon-norante@orange.fr,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.9954986572,6.33115005493,"(43.9954986572, 6.33115005493)",
44,4057,4250,Clamensane,ALPES-DE-HAUTE-PROVENCE,4,24,174,7,Mairie de Clamensane,Le Village,492683093.0,clamensane-mairie@orange.fr,,CC du Sisteronais-BuÃ«ch,44.3216968,6.0689115,"(44.3216968, 6.0689115)",
45,4058,5110,Claret,ALPES-DE-HAUTE-PROVENCE,4,21,268,13,Mairie de Claret,Placette de la Mairie,492683240.0,mairiedeclaret04@orange.fr,,CA Gap-Tallard-Durance,44.371635436999995,5.95666980743,"(44.371635436999995, 5.95666980743)",
46,4059,4330,Clumanc,ALPES-DE-HAUTE-PROVENCE,4,54,211,4,Mairie de Clumanc,Ã‰cole la Cine,492342216.0,mairiedeclumanc@orange.fr,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",44.0233917236,6.3830080032300005,"(44.0233917236, 6.3830080032300005)",
47,4061,4370,Colmars,ALPES-DE-HAUTE-PROVENCE,4,82,463,6,Mairie de Colmars-les-Alpes,Place Joseph-Jirieud,492834321.0,mairie.colmars-les-alpes@wanadoo.fr,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",44.182010999999996,6.6271119999999994,"(44.182010999999996, 6.6271119999999994)",
48,4062,4530,La Condamine-Châtelard,ALPES-DE-HAUTE-PROVENCE,4,56,158,3,Mairie de La Condamine-ChÃ¢telard,1 place du Bicentenaire,492843042.0,lacondamine394@orange.fr,http://www.lacondaminechatelard.fr,CC VallÃ©e de l'Ubaye - Serre-PonÃ§on,44.458205,6.745125999999999,"(44.458205, 6.745125999999999)",
49,4063,4220,Corbières-en-Provence,ALPES-DE-HAUTE-PROVENCE,4,19,1173,63,Mairie de CorbiÃ¨res,1 place Haute,492782212.0,secretariat@mairie-corbieres.fr,http://www.mairie-corbieres.fr,CA Durance-LubÃ©ron-Verdon AgglomÃ©ration,43.7613983154,5.7498497963,"(43.7613983154, 5.7498497963)",Parc naturel régional du Luberon
50,4065,4230,Cruis,ALPES-DE-HAUTE-PROVENCE,4,37,643,18,Mairie de Cruis,Le Village,492770431.0,mairie.cruis@wanadoo.fr,http://www.cruis.fr,CC Pays Forcalquier et Montagne de Lure,44.0626068115,5.83551979065,"(44.0626068115, 5.83551979065)",
51,4066,5110,Curbans,ALPES-DE-HAUTE-PROVENCE,4,29,576,20,Mairie de Curbans,Complexe communal,492542187.0,mairiedecurbans@wanadoo.fr,http://curbans.fr,CA Gap-Tallard-Durance,44.4285697937,6.03829813004,"(44.4285697937, 6.03829813004)",
52,4067,4200,Curel,ALPES-DE-HAUTE-PROVENCE,4,11,57,5,Mairie de Curel,Le Village,492620940.0,mairie.curel@orange.fr,http://www.curel.fr,CC Jabron-Lure-VanÃ§on-Durance,44.1772384644,5.6616940498399995,"(44.1772384644, 5.6616940498399995)",
53,4068,4300,Dauphin,ALPES-DE-HAUTE-PROVENCE,4,10,824,84,Mairie de Dauphin,Le Village,492795818.0,mairie-dauphin@wanadoo.fr,,CC Haute-Provence-Pays de Banon,43.898803710900005,5.784111976619999,"(43.898803710900005, 5.784111976619999)",Parc naturel régional du Luberon
54,4069,4120,Demandolx,ALPES-DE-HAUTE-PROVENCE,4,21,135,7,Mairie de Demandolx,Le Village,492836366.0,mairie.demandolx@wanadoo.fr,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.869548797600004,6.57936191559,"(43.869548797600004, 6.57936191559)",Parc naturel régional du Verdon
55,4070,4012,Digne-les-Bains,ALPES-DE-HAUTE-PROVENCE,4,110,16186,148,Mairie de Digne-les-Bains,Place du GÃ©nÃ©ral-de-Gaulle,492305200.0,cabinet.mairie@dignelesbains.fr,http://www.dignelesbains.fr,CA Provence-Alpes-AgglomÃ©ration,44.0928359,6.2358831,"(44.0928359, 6.2358831)",
56,4072,4420,Draix,ALPES-DE-HAUTE-PROVENCE,4,23,118,5,Mairie de Draix,Le Village,492354085.0,mairie.draix@nordnet.fr,,CA Provence-Alpes-AgglomÃ©ration,44.1346244812,6.34251880646,"(44.1346244812, 6.34251880646)",
57,4073,4400,Enchastrayes,ALPES-DE-HAUTE-PROVENCE,4,45,394,9,Mairie d'Enchastrayes,Place de lâ€™Ã‰glise,492810548.0,mairie.enchastrayes@orange.fr,http://www.enchastrayes.fr,CC VallÃ©e de l'Ubaye - Serre-PonÃ§on,44.369543,6.691089999999999,"(44.369543, 6.691089999999999)",
58,4074,4270,Entrages,ALPES-DE-HAUTE-PROVENCE,4,23,106,5,Mairie d'Entrages,Le Village,492314904.0,mairie.entrages@orange.fr,,CA Provence-Alpes-AgglomÃ©ration,44.045600891099994,6.26588010788,"(44.045600891099994, 6.26588010788)",
59,4075,4200,Entrepierres,ALPES-DE-HAUTE-PROVENCE,4,48,380,8,Mairie d'Entrepierres,La Girale,492614171.0,mairie@entrepierres.fr,http://www.entrepierres.fr,CC du Sisteronais-BuÃ«ch,44.1972770691,5.99108886719,"(44.1972770691, 5.99108886719)",
60,4076,4320,Entrevaux,ALPES-DE-HAUTE-PROVENCE,4,61,869,14,Mairie d'Entrevaux,Place Charles-Panier,493053410.0,administration@mairie-entrevaux.fr,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.9499784,6.8101685,"(43.9499784, 6.8101685)",
61,4077,4700,Entrevennes,ALPES-DE-HAUTE-PROVENCE,4,30,165,6,Mairie d'Entrevennes,Place de la Mairie,492786553.0,mairie@entrevennes.net,http://www.dlva.fr,CA Durance-LubÃ©ron-Verdon AgglomÃ©ration,43.937870025600006,6.0244140625,"(43.937870025600006, 6.0244140625)",
62,4079,4160,L'Escale,ALPES-DE-HAUTE-PROVENCE,4,20,1399,69,Mairie de L'Escale,Rue FranÃ§ois-Arnaud,492641935.0,mairie.delescale@wanadoo.fr,http://www.lescale.fr,CA Provence-Alpes-AgglomÃ©ration,44.08480072020001,6.02430009842,"(44.08480072020001, 6.02430009842)",
63,4081,4800,Esparron-de-Verdon,ALPES-DE-HAUTE-PROVENCE,4,36,406,11,Mairie d'Esparron-de-Verdon,Le Village,492771223.0,mairie.esparron-de-verdon@wanadoo.fr,,CA Durance-LubÃ©ron-Verdon AgglomÃ©ration,43.7384147644,5.970458030700001,"(43.7384147644, 5.970458030700001)",Parc naturel régional du Verdon
64,4084,4270,Estoublon,ALPES-DE-HAUTE-PROVENCE,4,34,483,14,Mairie d'Estoublon,Rue Louis-Laurens,492344087.0,mairie.estoublon@orange.fr,,CA Provence-Alpes-AgglomÃ©ration,43.9438247681,6.17105388641,"(43.9438247681, 6.17105388641)",
65,4085,4250,Faucon-du-Caire,ALPES-DE-HAUTE-PROVENCE,4,20,50,2,Mairie de Faucon-du-Caire,Le Village,492684022.0,mairie.fauconducaire@wanadoo.fr,,CC du Sisteronais-BuÃ«ch,44.3975563049,6.091978073119999,"(44.3975563049, 6.091978073119999)",
66,4086,4400,Faucon-de-Barcelonnette,ALPES-DE-HAUTE-PROVENCE,4,17,304,18,Mairie de Faucon-de-Barcelonnette,Maison Rose,492811424.0,mairiefaucondebarcelonnette@wanadoo.fr,http://www.faucondebarcelonnette.fr,CC VallÃ©e de l'Ubaye - Serre-PonÃ§on,44.393703460699996,6.67817020416,"(44.393703460699996, 6.67817020416)",
67,4087,4230,Fontienne,ALPES-DE-HAUTE-PROVENCE,4,8,129,16,Mairie de Fontienne,Le Village,492730010.0,mairie-fontienne@orange.fr,,CC Pays Forcalquier et Montagne de Lure,44.009279,5.794377,"(44.009279, 5.794377)",
68,4088,4300,Forcalquier,ALPES-DE-HAUTE-PROVENCE,4,43,4966,115,Mairie de Forcalquier,Place du Bourguet,492709100.0,mairie.forcalquier@ville-forcalquier.fr,http://www.ville-forcalquier.fr,CC Pays Forcalquier et Montagne de Lure,43.9594993591,5.7808098793,"(43.9594993591, 5.7808098793)",Parc naturel régional du Luberon
69,4090,4240,Le Fugeret,ALPES-DE-HAUTE-PROVENCE,4,28,195,7,Mairie du Fugeret,Place de la Mairie,492832016.0,le.fugeret.mairie@wanadoo.fr,http://www.lefugeret.com,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",44.003562,6.641247999999999,"(44.003562, 6.641247999999999)",
70,4091,4310,Ganagobie,ALPES-DE-HAUTE-PROVENCE,4,11,91,9,Mairie de Ganagobie,Le Village,492680321.0,mairie-de-ganagobie@wanadoo.fr,,CA Provence-Alpes-AgglomÃ©ration,44.0095596313,5.9168920517,"(44.0095596313, 5.9168920517)",
71,4092,4120,La Garde,ALPES-DE-HAUTE-PROVENCE,4,17,75,4,Mairie de La Garde,Rue de l'Ã‰glise,492836847.0,mairie.lagarde04@wanadoo.fr,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",43.8302536011,6.55742120743,"(43.8302536011, 6.55742120743)",Parc naturel régional du Verdon
72,4093,4250,Gigors,ALPES-DE-HAUTE-PROVENCE,4,14,59,4,Mairie de Gigors,Le Village,952345764.0,mairie.gigors@free.fr,,CC du Sisteronais-BuÃ«ch,44.4189720154,6.15969514847,"(44.4189720154, 6.15969514847)",
73,4094,4800,Gréoux-les-Bains,ALPES-DE-HAUTE-PROVENCE,4,70,2611,37,Mairie de GrÃ©oux-les-Bains,Place de l'HÃ´tel-de-Ville,492780025.0,accueil@mairie-greouxlesbains.fr,http://www.mairie-greouxlesbains.fr,CA Durance-LubÃ©ron-Verdon AgglomÃ©ration,43.75833,5.884393,"(43.75833, 5.884393)",Parc naturel régional du Verdon
74,4095,4150,L'Hospitalet,ALPES-DE-HAUTE-PROVENCE,4,20,90,5,Mairie de L'Hospitalet,1 le Perron,492733066.0,lhospitalet-cne@wanadoo.fr,,CC Haute-Provence-Pays de Banon,44.0873260498,5.699234962459999,"(44.0873260498, 5.699234962459999)",
75,4096,4850,Jausiers,ALPES-DE-HAUTE-PROVENCE,4,108,1129,10,Mairie de Jausiers,14 avenue des Mexicains,492810616.0,mairie.de.jausiers@wanadoo.fr,http://www.ville-jausiers.fr,CC VallÃ©e de l'Ubaye - Serre-PonÃ§on,44.419576,6.7333289999999995,"(44.419576, 6.7333289999999995)",
76,4097,4420,La Javie,ALPES-DE-HAUTE-PROVENCE,4,37,397,11,Mairie de La Javie,Place de la Mairie,492349176.0,mairie.javie@orange.fr,,CA Provence-Alpes-AgglomÃ©ration,44.175304412799996,6.34948921204,"(44.175304412799996, 6.34948921204)",
77,4099,4170,Lambruisse,ALPES-DE-HAUTE-PROVENCE,4,22,98,4,Mairie de Lambruisse,3 rue du CimetiÃ¨re,492891000.0,mairie.lambruisse@orange.fr,,"CC Alpes-Provence-Verdon ""Sources de lumiÃ¨re""",44.047796000000005,6.443669,"(44.047796000000005, 6.443669)",
78,4101,4230,Lardiers,ALPES-DE-HAUTE-PROVENCE,4,30,119,4,Mairie de Lardiers,Rue des Fontaines,492732981.0,mairie.de.lardiers@orange.fr,http://www.lardiers04.fr,CC Pays Forcalquier et Montagne de Lure,44.0572357178,5.7124347686800006,"(44.0572357178, 5.7124347686800006)",
79,4102,4340,Le Lauzet-Ubaye,ALPES-DE-HAUTE-PROVENCE,4,67,198,3,Mairie du Lauzet-Ubaye,Le Village,492855127.0,mairie.lauzetubaye@wanadoo.fr,http://www.lauzetubaye.fr,CC VallÃ©e de l'Ubaye - Serre-PonÃ§on,44.4282875061,6.43507003784,"(44.4282875061, 6.43507003784)",
80,4104,4300,Limans,ALPES-DE-HAUTE-PROVENCE,4,21,364,17,Mairie de Limans,Place de la Tour-de-Guet,492730169.0,mairie.limans@wanadoo.fr,,CC Pays Forcalquier et Montagne de Lure,43.985168457,5.7310018539400005,"(43.985168457, 5.7310018539400005)",Parc naturel régional du Luberon
81,4106,4700,Lurs,ALPES-DE-HAUTE-PROVENCE,4,22,383,17,Mairie de Lurs,Rue de la Mairie,492799524.0,mairie-de-lurs@wanadoo.fr,http://www.lurs.fr,CC Pays Forcalquier et Montagne de Lure,43.9687347412,5.88967323303,"(43.9687347412, 5.88967323303)",Parc naturel régional du Luberon
82,4107,4270,Majastres,ALPES-DE-HAUTE-PROVENCE,4,30,4,0,Mairie de Majastres,le Village,,,,CA Provence-Alpes-AgglomÃ©ration,43.9136505127,6.28891706467,"(43.9136505127, 6.28891706467)",Parc naturel régional du Verdon
83,4108,4350,Malijai,ALPES-DE-HAUTE-PROVENCE,4,27,1984,74,Mairie de Malijai,Le ChÃ¢teau,492340112.0,mairie-de-malijai@wanadoo.fr,http://www.malijai.fr,CA Provence-Alpes-AgglomÃ©ration,44.0580596924,6.0978012085,"(44.0580596924, 6.0978012085)",
84,4109,4230,Mallefougasse-Augès,ALPES-DE-HAUTE-PROVENCE,4,20,326,17,Mairie de Mallefougasse-AugÃ¨s,8 rue du Jas,979313320.0,mairie.mallefougasse@orange.fr,http://mallefougasse.chez-alice.fr,CA Provence-Alpes-AgglomÃ©ration,44.065660799999996,5.8991274,"(44.065660799999996, 5.8991274)",
